party,seats,sq_cabinet,sq_pm,election_year,banzhaf,shapley,splus,country,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_name_english,country_id,election_id,seats_share,enpp,mingov,bicameral,miw_proportion,cabinet_proportion,seats_proportion,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13
FP,28,0,0,2006,.11111111,.10476191,.098650374,SWE,Reinfeldt I,0,1,0,6.1551111,5.5,4,22,Liberals,35,629,8.0229225,4.1492419,0,0,.13043478,.18181819,.080229223,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,24,0,0,2006,.074074075,.071428575,.075945973,SWE,Reinfeldt I,0,1,0,7.0141667,,3,22,Christian Democrats,35,629,6.876791,4.1492419,0,0,.086956523,.13636364,.068767905,0,0,0,0,0,0,0,0,0,0,0,0,1
C,29,0,0,2006,.11111111,.10476191,.10283662,SWE,Reinfeldt I,0,1,0,5.7886666,5.9,4,22,Centre Party,35,629,8.3094559,4.1492419,0,0,.13043478,.18181819,.083094552,0,0,0,0,0,0,0,0,0,0,0,0,1
V,22,0,0,2006,.074074075,.071428575,.067726798,SWE,Reinfeldt I,0,0,0,1.5791111,1.2,0,22,Left Party (Communists),35,629,6.3037248,4.1492419,0,0,.086956523,0,.063037246,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,130,1,1,2006,.44444445,.43809524,.42965895,SWE,Reinfeldt I,0,0,0,3.3653333,2.9,0,22,Social Democrats,35,629,37.249283,4.1492419,0,0,.34782609,0,.37249285,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,19,0,0,2006,.037037037,.03809524,.047425497,SWE,Reinfeldt I,0,0,0,3.3733334,,0,22,Greens,35,629,5.4441261,4.1492419,0,0,.043478262,0,.054441262,0,0,0,0,0,0,0,0,0,0,0,0,1
KRF,4,0,0,2001,.02542373,.02142857,.02060782,DNK,Rasmussen F I,0,0,0,5.8095237,6.2,0,18,Christian People's Party,21,632,2.2346368,4.6754708,1,0,.030303031,0,.022857143,0,0,0,1,0,0,0,0,0,0,0,0,0
KF,16,0,0,2001,.11016949,.10238095,.09256658,DNK,Rasmussen F I,0,1,0,7.1683492,7.3,6,18,Conservatives,21,632,8.9385471,4.6754708,1,0,.12121212,.33333334,.09142857,0,0,0,1,0,0,0,0,0,0,0,0,0
ENH,4,0,0,2001,.02542373,.02142857,.020234762,DNK,Rasmussen F I,0,0,0,1,,0,18,Red-Green Alliance,21,632,2.2346368,4.6754708,1,0,.030303031,0,.022857143,0,0,0,1,0,0,0,0,0,0,0,0,0
DF,22,0,0,2001,.16101696,.15000001,.1584819,DNK,Rasmussen F I,0,0,0,8.4590475,,0,18,Danish Peoples Party,21,632,12.290503,4.6754708,1,0,.15151516,0,.12571429,0,0,0,1,0,0,0,0,0,0,0,0,0
V,56,0,0,2001,.29661018,.31666666,.31731221,DNK,Rasmussen F I,0,1,1,7.2685714,6.7,12,18,Liberal Party of Denmark,21,632,31.284916,4.6754708,1,0,.27272728,.66666669,.31999999,0,0,0,1,0,0,0,0,0,0,0,0,0
SF,12,0,0,2001,.093220338,.083333336,.073819645,DNK,Rasmussen F I,0,0,0,2.1851429,1.9,0,18,Socialist Peoples Party,21,632,6.7039108,4.6754708,1,0,.090909094,0,.068571426,0,0,0,1,0,0,0,0,0,0,0,0,0
RV,9,1,0,2001,.042372882,.035714287,.04604242,DNK,Rasmussen F I,0,0,0,4.9697778,4.8,0,18,Danish Social-Liberal Party,21,632,5.0279331,4.6754708,1,0,.060606062,0,.051428571,0,0,0,1,0,0,0,0,0,0,0,0,0
SD,52,1,1,2001,.24576271,.26904762,.2709347,DNK,Rasmussen F I,0,0,0,3.8689841,3.8,0,18,Social Democrats,21,632,29.05028,4.6754708,1,0,.24242425,0,.29714286,0,0,0,1,0,0,0,0,0,0,0,0,0
C,18,0,0,1998,.054545455,.052380953,.037457682,SWE,Persson II,0,0,0,5.7886666,5.9,0,22,Centre Party,35,33,5.1575933,4.293757,1,0,.06666667,0,.051575933,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,16,0,0,1998,.054545455,.052380953,.037114386,SWE,Persson II,0,0,0,3.3733334,,0,22,Greens,35,33,4.584527,4.293757,1,0,.06666667,0,.045845274,0,0,0,0,0,0,0,0,0,0,0,0,1
V,43,0,0,1998,.12727273,.11904762,.13353308,SWE,Persson II,0,0,0,1.5791111,1.2,0,22,Left Party (Communists),35,33,12.320917,4.293757,1,0,.13333334,0,.12320917,0,0,0,0,0,0,0,0,0,0,0,0,1
M,82,0,0,1998,.16363636,.18571429,.17093934,SWE,Persson II,0,0,0,7.7642222,7.7,0,22,Moderate Party,35,33,23.495703,4.293757,1,0,.2,0,.23495702,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,131,1,1,1998,.41818181,.41904762,.45643079,SWE,Persson II,0,1,1,3.3653333,2.9,22,22,Social Democrats,35,33,37.535816,4.293757,1,0,.33333334,1,.37535816,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,42,0,0,1998,.12727273,.11904762,.12720537,SWE,Persson II,0,0,0,7.0141667,,0,22,Christian Democrats,35,33,12.034384,4.293757,1,0,.13333334,0,.12034384,0,0,0,0,0,0,0,0,0,0,0,0,1
FP,17,0,0,1998,.054545455,.052380953,.037319362,SWE,Persson II,0,0,0,6.1551111,5.5,0,22,Liberals,35,33,4.8710604,4.293757,1,0,.06666667,0,.048710603,0,0,0,0,0,0,0,0,0,0,0,0,1
GRUENE,10,0,0,1990,0,0,.049170084,AUT,Vranitzky III,0,0,0,2.4916667,,0,16,The Greens -- The Green Alternative,59,325,5.4644809,2.9930289,0,1,0,0,.054644808,1,0,0,0,0,0,0,0,0,0,0,0,0
FPO,33,0,0,1990,.33333334,.33333334,.28412992,AUT,Vranitzky III,0,0,0,8.2955556,6.8,0,16,Freedom Party of Austria,59,325,18.032787,2.9930289,0,1,.33333334,0,.18032786,1,0,0,0,0,0,0,0,0,0,0,0,0
SPO,80,1,1,1990,.33333334,.33333334,.38257009,AUT,Vranitzky III,0,1,1,3.6593333,3,7,16,Social Democratic Party of Austria,59,325,43.715847,2.9930289,0,1,.33333334,.46666667,.43715847,1,0,0,0,0,0,0,0,0,0,0,0,0
OVP,60,1,0,1990,.33333334,.33333334,.28412992,AUT,Vranitzky III,0,1,0,6.3666666,5.8,8,16,Austrian People's Party,59,325,32.786884,2.9930289,0,1,.33333334,.53333336,.32786885,1,0,0,0,0,0,0,0,0,0,0,0,0
V,22,0,0,1994,.027027028,.047619049,.055695858,SWE,Carlsson IV,0,0,0,1.5791111,1.2,0,22,Left Party (Communists),35,412,6.3037248,3.5041573,1,0,.090909094,0,.063037246,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,161,0,0,1994,.83783782,.71428573,.69193554,SWE,Carlsson IV,0,1,1,3.3653333,2.9,22,22,Social Democrats,35,412,46.131805,3.5041573,1,0,.45454547,1,.46131805,0,0,0,0,0,0,0,0,0,0,0,0,1
M,80,1,1,1994,.027027028,.047619049,.056565773,SWE,Carlsson IV,0,0,0,7.7642222,7.7,0,22,Moderate Party,35,412,22.922636,3.5041573,1,0,.090909094,0,.22922637,0,0,0,0,0,0,0,0,0,0,0,0,1
C,27,1,0,1994,.027027028,.047619049,.05655244,SWE,Carlsson IV,0,0,0,5.7886666,5.9,0,22,Centre Party,35,412,7.7363896,3.5041573,1,0,.090909094,0,.077363893,0,0,0,0,0,0,0,0,0,0,0,0,1
FP,26,1,0,1994,.027027028,.047619049,.05651911,SWE,Carlsson IV,0,0,0,6.1551111,5.5,0,22,Liberals,35,412,7.4498568,3.5041573,1,0,.090909094,0,.074498564,0,0,0,0,0,0,0,0,0,0,0,0,1
KD,15,1,0,1994,.027027028,.047619049,.034031358,SWE,Carlsson IV,0,0,0,7.0141667,,0,22,Christian Democrats,35,412,4.2979941,3.5041573,1,0,.090909094,0,.042979944,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,18,0,0,1994,.027027028,.047619049,.048699893,SWE,Carlsson IV,0,0,0,3.3733334,,0,22,Greens,35,412,5.1575933,3.5041573,1,0,.090909094,0,.051575933,0,0,0,0,0,0,0,0,0,0,0,0,1
GRUE,55,1,0,2002,.33333334,.33333334,.25255474,DEU,Schroeder II,0,1,0,2.8744444,2.8,3,14,Alliance 90 / Greens,54,385,9.1210613,3.376034,0,1,.33333334,.21428572,.091210611,0,0,1,0,0,0,0,0,0,0,0,0,0
CDU/CSU,248,0,0,2002,.33333334,.33333334,.30080825,DEU,Schroeder II,0,0,0,6.1757778,6.7,0,14,Christian Democratic Union,54,385,31.509121,3.376034,0,1,.33333334,0,.41127694,0,0,1,0,0,0,0,0,0,0,0,0,0
PDS,2,0,0,2002,0,0,.016861647,DEU,Schroeder II,0,0,0,1.1830556,,0,14,Party for Democratic Socialism,54,385,.33167496,3.376034,0,1,0,0,.0033167496,0,0,1,0,0,0,0,0,0,0,0,0,0
FDP,47,0,0,2002,0,0,.072347768,DEU,Schroeder II,0,0,0,5.8064444,5.1,0,14,Free Democratic Party,54,385,7.7943616,3.376034,0,1,0,0,.077943616,0,0,1,0,0,0,0,0,0,0,0,0,0
SPD,251,1,1,2002,.33333334,.33333334,.3574276,DEU,Schroeder II,0,1,1,3.5988889,3.3,11,14,Social Democratic Party of Germany,54,385,41.625206,3.376034,0,1,.33333334,.78571427,.41625208,0,0,1,0,0,0,0,0,0,0,0,0,0
SV,11,1,0,2009,.07692308,.06666667,.058101572,NOR,Stoltenberg III,0,1,0,1.4611111,1.2,4,21,Socialist Left Party,9,285,6.5088758,4.0667806,0,0,.090909094,.19047619,.065088756,0,0,0,0,0,0,0,0,0,0,1,0,0
H,30,0,0,2009,.15384616,.16666667,.19188653,NOR,Stoltenberg III,0,0,0,7.7388889,7.7,0,21,Conservative Party,9,285,17.75148,4.0667806,0,0,.18181819,0,.17751479,0,0,0,0,0,0,0,0,0,0,1,0,0
FR,41,0,0,2009,.15384616,.16666667,.19191319,NOR,Stoltenberg III,0,0,0,9.244444400000001,9.4,0,21,Progress Party,9,285,24.260355,4.0667806,0,0,.18181819,0,.24260356,0,0,0,0,0,0,0,0,0,0,1,0,0
V,2,0,0,2009,0,0,.010674647,NOR,Stoltenberg III,0,0,0,4.7,4,0,21,Liberal Party of Norway,9,285,1.183432,4.0667806,0,0,0,0,.01183432,0,0,0,0,0,0,0,0,0,0,1,0,0
KRF,10,0,0,2009,.07692308,.06666667,.051007278,NOR,Stoltenberg III,0,0,0,6.1333333,6.1,0,21,Christian Democratic Party,9,285,5.9171596,4.0667806,0,0,.090909094,0,.059171598,0,0,0,0,0,0,0,0,0,0,1,0,0
DNA,64,1,1,2009,.46153846,.46666667,.43794692,NOR,Stoltenberg III,0,1,1,3.2388889,3,12,21,Norwegian Labour Party,9,285,37.869823,4.0667806,0,0,.36363637,.5714286,.37869823,0,0,0,0,0,0,0,0,0,0,1,0,0
SP,11,1,0,2009,.07692308,.06666667,.058469865,NOR,Stoltenberg III,0,1,0,5.3055556,5.8,5,21,Centre Party,9,285,6.5088758,4.0667806,0,0,.090909094,.23809524,.065088756,0,0,0,0,0,0,0,0,0,0,1,0,0
F,7,1,0,2007,.16666667,.16666667,.12627737,ISL,Haarde II,0,0,0,3.8888889,,0,12,Progressive Party,56,265,11.111111,3.6246576,0,0,.2,0,.11111111,0,0,0,0,0,0,1,0,0,0,0,0,0
SAM,18,0,0,2007,.16666667,.16666667,.19467886,ISL,Haarde II,0,1,0,4.2982458,,6,12,Social Democratic Alliance,56,265,28.571428,3.6246576,0,0,.2,.5,.2857143,0,0,0,0,0,0,1,0,0,0,0,0,0
FF,4,0,0,2007,0,0,.038327836,ISL,Haarde II,0,0,0,5.5980863,,0,12,Liberal Party,56,265,6.3492064,3.6246576,0,0,0,0,.063492067,0,0,0,0,0,0,1,0,0,0,0,0,0
SJ,25,1,1,2007,.5,.5,.45831084,ISL,Haarde II,0,1,1,6.9444444,,6,12,Independence Party,56,265,39.682541,3.6246576,0,0,.40000001,.5,.3968254,0,0,0,0,0,0,1,0,0,0,0,0,0
GRAEN,9,0,0,2007,.16666667,.16666667,.1824051,ISL,Haarde II,0,0,0,1.4473684,,0,12,Left-Green Movement,56,265,14.285714,3.6246576,0,0,.2,0,.14285715,0,0,0,0,0,0,1,0,0,0,0,0,0
SP,28,1,0,1991,.13097364,.13212621,.13284981,BEL,Martens IX,1,1,0,3.3017778,2.9,5,21,Socialist Party,64,418,13.207547,8.4133282,0,1,.13207547,.23809524,.13207547,0,1,0,0,0,0,0,0,0,0,0,0,0
PRL,20,0,0,1991,.092112176,.091144964,.090996541,BEL,Martens IX,1,0,0,6.8551111,7.6,0,21,Liberal Reformist Party,64,418,9.4339619,8.4133282,0,1,.094339624,0,.094339624,0,1,0,0,0,0,0,0,0,0,0,0,0
ROSSEM,3,0,0,1991,.014809369,.013980464,.012980897,BEL,Martens IX,1,0,0,,,0,21,Radical Reformers Fighting for an Upright Society,64,418,1.4150944,8.4133282,0,1,.014150944,0,.014150944,0,1,0,0,0,0,0,0,0,0,0,0,0
PS,35,1,0,1991,.16794455,.17148407,.17275754,BEL,Martens IX,1,1,0,3.1588889,2.5,5,21,Francophone Socialist Party,64,418,16.509434,8.4133282,0,1,.16509435,.23809524,.16509435,0,1,0,0,0,0,0,0,0,0,0,0,0
VU,10,0,0,1991,.045478415,.044139195,.044098627,BEL,Martens IX,1,0,0,6.4292222,6.8,0,21,People's Union,64,418,4.7169809,8.4133282,0,1,.047169812,0,.047169812,0,1,0,0,0,0,0,0,0,0,0,0,0
FDF,3,0,0,1991,.014809369,.013980464,.01295125,BEL,Martens IX,1,0,0,6.1259259,5.6,0,21,Francophone Democratic Front,64,418,1.4150944,8.4133282,0,1,.014150944,0,.014150944,0,1,0,0,0,0,0,0,0,0,0,0,0
PSC,18,1,0,1991,.079928577,.079131976,.080266677,BEL,Martens IX,1,1,0,5.5811111,6.3,4,21,Francophone Christian Social Party,64,418,8.4905663,8.4133282,0,1,.084905662,.19047619,.084905662,0,1,0,0,0,0,0,0,0,0,0,0,0
FN,1,0,0,1991,.0051465179,.0047452552,.0050782352,BEL,Martens IX,1,0,0,9.888889300000001,,0,21,National Front,64,418,.47169811,8.4133282,0,1,.0047169812,0,.0047169812,0,1,0,0,0,0,0,0,0,0,0,0,0
PVV,26,0,0,1991,.12047054,.12209735,.12183819,BEL,Martens IX,1,0,0,6.9802778,7.8,0,21,Party of Liberty and Progress,64,418,12.264151,8.4133282,0,1,.12264151,0,.12264151,0,1,0,0,0,0,0,0,0,0,0,0,0
ECOLO,10,0,0,1991,.045478415,.044139195,.044037446,BEL,Martens IX,1,0,0,2.9113333,4.5,0,21,Confederated ecologists for the organisation of original struggles,64,418,4.7169809,8.4133282,0,1,.047169812,0,.047169812,0,1,0,0,0,0,0,0,0,0,0,0,0
AGL-GR,7,0,0,1991,.030984139,.030538905,.030457465,BEL,Martens IX,1,0,0,2.8282222,4.5,0,21,Agalev -- Groen,64,418,3.3018868,8.4133282,0,1,.033018868,0,.033018868,0,1,0,0,0,0,0,0,0,0,0,0,0
VB,12,0,0,1991,.055981517,.054564878,.053477675,BEL,Martens IX,1,0,0,9.727222299999999,9.800000000000001,0,21,Flemish Block,64,418,5.6603775,8.4133282,0,1,.056603774,0,.056603774,0,1,0,0,0,0,0,0,0,0,0,0,0
CVP,39,1,1,1991,.19588278,.19792707,.19820966,BEL,Martens IX,1,1,1,5.7286666,5.8,7,21,Flemish Christian Peoples Party,64,418,18.396227,8.4133282,0,1,.18396227,.33333334,.18396227,0,1,0,0,0,0,0,0,0,0,0,0,0
FR,10,0,0,1993,.07692308,.06666667,.050821941,NOR,Brundtland IV,0,0,0,9.244444400000001,9.4,0,20,Progress Party,9,404,6.060606,4.0411162,1,0,.090909094,0,.060606062,0,0,0,0,0,0,0,0,0,0,1,0,0
DNA,67,0,0,1993,.46153846,.46666667,.50049031,NOR,Brundtland IV,0,1,1,3.2388889,3,20,20,Norwegian Labour Party,9,404,40.60606,4.0411162,1,0,.36363637,1,.40606061,0,0,0,0,0,0,0,0,0,0,1,0,0
SV,13,0,0,1993,.07692308,.06666667,.071833409,NOR,Brundtland IV,0,0,0,1.4611111,1.2,0,20,Socialist Left Party,9,404,7.878788,4.0411162,1,0,.090909094,0,.078787878,0,0,0,0,0,0,0,0,0,0,1,0,0
V,1,0,0,1993,0,0,.0054033878,NOR,Brundtland IV,0,0,0,4.7,4,0,20,Liberal Party of Norway,9,404,.60606062,4.0411162,1,0,0,0,.0060606059,0,0,0,0,0,0,0,0,0,0,1,0,0
KRF,13,1,0,1993,.07692308,.06666667,.071759611,NOR,Brundtland IV,0,0,0,6.1333333,6.1,0,20,Christian Democratic Party,9,404,7.878788,4.0411162,1,0,.090909094,0,.078787878,0,0,0,0,0,0,0,0,0,0,1,0,0
SP,32,1,0,1993,.15384616,.16666667,.14703733,NOR,Brundtland IV,0,0,0,5.3055556,5.8,0,20,Centre Party,9,404,19.39394,4.0411162,1,0,.18181819,0,.19393939,0,0,0,0,0,0,0,0,0,0,1,0,0
H,28,1,1,1993,.15384616,.16666667,.14703733,NOR,Brundtland IV,0,0,0,7.7388889,7.7,0,20,Conservative Party,9,404,16.969696,4.0411162,1,0,.18181819,0,.16969697,0,0,0,0,0,0,0,0,0,0,1,0,0
RV,1,0,0,1993,0,0,.0056166998,NOR,Brundtland IV,0,0,0,.36666667,,0,20,Red Electoral Alliance,9,404,.60606062,4.0411162,1,0,0,0,.0060606059,0,0,0,0,0,0,0,0,0,0,1,0,0
OVP,66,1,1,2006,.2857143,.30000001,.28763956,AUT,Gusenbauer,0,1,0,6.3666666,5.8,8,15,Austrian People's Party,59,197,36.065575,3.3789728,0,1,.2857143,.53333336,.36065573,1,0,0,0,0,0,0,0,0,0,0,0,0
FPO,21,0,0,2006,.14285715,.13333334,.14057094,AUT,Gusenbauer,0,0,0,8.2955556,6.8,0,15,Freedom Party of Austria,59,197,11.47541,3.3789728,0,1,.14285715,0,.1147541,1,0,0,0,0,0,0,0,0,0,0,0,0
BZO,7,0,0,2006,.14285715,.13333334,.1039996,AUT,Gusenbauer,0,0,0,8.83,,0,15,Alliance for the Future of Austria,59,197,3.8251367,3.3789728,0,1,.14285715,0,.038251366,1,0,0,0,0,0,0,0,0,0,0,0,0
GRUENE,21,0,0,2006,.14285715,.13333334,.1407626,AUT,Gusenbauer,0,0,0,2.4916667,,0,15,The Greens -- The Green Alternative,59,197,11.47541,3.3789728,0,1,.14285715,0,.1147541,1,0,0,0,0,0,0,0,0,0,0,0,0
SPO,68,0,0,2006,.2857143,.30000001,.32702729,AUT,Gusenbauer,0,1,1,3.6593333,3,7,15,Social Democratic Party of Austria,59,197,37.15847,3.3789728,0,1,.2857143,.46666667,.37158471,1,0,0,0,0,0,0,0,0,0,0,0,0
LSAP,13,1,0,2009,.10869565,.11666667,.1256641,LUX,Juncker IV,0,1,0,3.9473684,,7,25,Luxembourg Socialist Workers' Party,7,172,21.666666,3.6290324,0,0,.15000001,.28,.21666667,0,0,0,0,0,0,0,0,1,0,0,0,0
DL,1,0,0,2009,.021739131,.016666668,.011602173,LUX,Juncker IV,0,0,0,.87719302,,0,25,The Left,7,172,1.6666666,3.6290324,0,0,.050000001,0,.016666668,0,0,0,0,0,0,0,0,1,0,0,0,0
DP,9,0,0,2009,.10869565,.11666667,.12548412,LUX,Juncker IV,0,0,0,7.3684211,,0,25,Democratic Party,7,172,15,3.6290324,0,0,.15000001,0,.15000001,0,0,0,0,0,0,0,0,1,0,0,0,0
CSV,26,1,1,2009,.5869565,.56666666,.55901241,LUX,Juncker IV,0,1,1,6.7105263,,18,25,Christian Social People's Party,7,172,43.333332,3.6290324,0,0,.40000001,.72000003,.43333334,0,0,0,0,0,0,0,0,1,0,0,0,0
ADR,4,0,0,2009,.065217391,.06666667,.056652669,LUX,Juncker IV,0,0,0,6.3157895,,0,25,Alternative Democratic Reform Party,7,172,6.6666665,3.6290324,0,0,.1,0,.06666667,0,0,0,0,0,0,0,0,1,0,0,0,0
GRENG,7,0,0,2009,.10869565,.11666667,.1215845,LUX,Juncker IV,0,0,0,1.5789474,,0,25,The Greens,7,172,11.666667,3.6290324,0,0,.15000001,0,.11666667,0,0,0,0,0,0,0,0,1,0,0,0,0
RKP-SFP,12,1,0,1987,.023696681,.027777778,.031992238,FIN,Holkeri I,0,1,0,6.3257778,6.1,2,15,Swedish Peoples Party,67,527,6,4.9480457,0,0,.060606062,.13333334,.060301509,0,0,0,0,1,0,0,0,0,0,0,0,0
SP-P,9,1,0,1987,.023696681,.027777778,.029370237,FIN,Holkeri I,0,1,0,6.3916667,5.8,1,15,Finnish Party -- True Finns,67,527,4.5,4.9480457,0,0,.060606062,.06666667,.045226131,0,0,0,0,1,0,0,0,0,0,0,0,0
SKDL,16,0,0,1987,.023696681,.027777778,.03237934,FIN,Holkeri I,0,0,0,2.1275,1.8,0,15,Finish People's Democratic Union,67,527,8,4.9480457,0,0,.060606062,0,.080402009,0,0,0,0,1,0,0,0,0,0,0,0,0
KESK,40,1,0,1987,.27962086,.25396827,.24843833,FIN,Holkeri I,0,0,0,5.8053333,5.2,0,15,Centre Party,67,527,20,4.9480457,0,0,.21212122,0,.20100503,0,0,0,0,1,0,0,0,0,0,0,0,0
KD,5,0,0,1987,.014218009,.015873017,.017069563,FIN,Holkeri I,0,0,0,7.2257778,6.8,0,15,Finnish Christian Union,67,527,2.5,4.9480457,0,0,.030303031,0,.025125628,0,0,0,0,1,0,0,0,0,0,0,0,0
VIHR,4,0,0,1987,.014218009,.015873017,.013332199,FIN,Holkeri I,0,0,0,3.7008333,,0,15,Green League,67,527,2,4.9480457,0,0,.030303031,0,.020100502,0,0,0,0,1,0,0,0,0,0,0,0,0
SSDP,56,1,1,1987,.31753555,.32539684,.31930447,FIN,Holkeri I,0,1,0,3.4931111,3,7,15,Social Democratic Party of Finland,67,527,28,4.9480457,0,0,.27272728,.46666667,.28140703,0,0,0,0,1,0,0,0,0,0,0,0,0
KOK,53,0,0,1987,.28909951,.28968254,.2948263,FIN,Holkeri I,0,1,1,7.1597778,7.2,5,15,National Coalition Party,67,527,26.5,4.9480457,0,0,.24242425,.33333334,.26633167,0,0,0,0,1,0,0,0,0,0,0,0,0
DEVA,4,0,0,1987,.014218009,.015873017,.013287322,FIN,Holkeri I,0,0,0,,,0,15,Democratic Alternative,67,527,2,4.9480457,0,0,.030303031,0,.020100502,0,0,0,0,1,0,0,0,0,0,0,0,0
FRP,4,0,0,1998,.022026433,.019841271,.021362269,DNK,Rasmussen N IV,0,0,0,9.006349200000001,8.699999999999999,0,20,Progress Party,21,389,2.2346368,4.9195457,1,0,.02739726,0,.022857143,0,0,0,1,0,0,0,0,0,0,0,0,0
CD,8,0,0,1998,.052863438,.047619049,.046017896,DNK,Rasmussen N IV,0,0,0,5.6089948,5.7,0,20,Centre Democrats,21,389,4.4692736,4.9195457,1,0,.05479452,0,.045714285,0,0,0,1,0,0,0,0,0,0,0,0,0
ENH,5,0,0,1998,.035242289,.031746034,.026844539,DNK,Rasmussen N IV,0,0,0,1,,0,20,Red-Green Alliance,21,389,2.7932961,4.9195457,1,0,.04109589,0,.028571429,0,0,0,1,0,0,0,0,0,0,0,0,0
DF,13,0,0,1998,.083700441,.080158733,.076100171,DNK,Rasmussen N IV,0,0,0,8.4590475,,0,20,Danish Peoples Party,21,389,7.2625699,4.9195457,1,0,.09589041,0,.074285716,0,0,0,1,0,0,0,0,0,0,0,0,0
KF,16,0,0,1998,.10132159,.096031748,.098823175,DNK,Rasmussen N IV,0,0,0,7.1683492,7.3,0,20,Conservatives,21,389,8.9385471,4.9195457,1,0,.10958904,0,.09142857,0,0,0,1,0,0,0,0,0,0,0,0,0
KRF,4,0,0,1998,.022026433,.019841271,.021422382,DNK,Rasmussen N IV,0,0,0,5.8095237,6.2,0,20,Christian People's Party,21,389,2.2346368,4.9195457,1,0,.02739726,0,.022857143,0,0,0,1,0,0,0,0,0,0,0,0,0
SF,13,0,0,1998,.083700441,.080158733,.076280028,DNK,Rasmussen N IV,0,0,0,2.1851429,1.9,0,20,Socialist Peoples Party,21,389,7.2625699,4.9195457,1,0,.09589041,0,.074285716,0,0,0,1,0,0,0,0,0,0,0,0,0
SD,63,1,1,1998,.43171805,.42539683,.42541984,DNK,Rasmussen N IV,0,1,1,3.8689841,3.8,16,20,Social Democrats,21,389,35.19553,4.9195457,1,0,.32876712,.80000001,.36000001,0,0,0,1,0,0,0,0,0,0,0,0,0
RV,7,1,0,1998,.035242289,.031746034,.039003324,DNK,Rasmussen N IV,0,1,0,4.9697778,4.8,4,20,Danish Social-Liberal Party,21,389,3.9106145,4.9195457,1,0,.04109589,.2,.039999999,0,0,0,1,0,0,0,0,0,0,0,0,0
V,42,0,0,1998,.13215859,.16746032,.16872638,DNK,Rasmussen N IV,0,0,0,7.2685714,6.7,0,20,Liberal Party of Denmark,21,389,23.463688,4.9195457,1,0,.1780822,0,.23999999,0,0,0,1,0,0,0,0,0,0,0,0,0
D66,24,0,0,1994,.071285143,.080952384,.087824062,NLD,Kok I,0,1,0,4.4204445,4.4,4,14,Libertarians,8,570,16,5.4164662,0,1,.1122449,.2857143,.16,0,0,0,0,0,0,0,0,0,1,0,0,0
VVD,31,0,0,1994,.19829318,.18975469,.19033204,NLD,Kok I,0,1,0,7.2037778,7.4,5,14,People's Party for Freedom and Democracy,8,570,20.666666,5.4164662,0,1,.18367347,.35714287,.20666666,0,0,0,0,0,0,0,0,0,1,0,0,0
GPV,2,0,0,1994,.019076305,.018506493,.01793937,NLD,Kok I,0,0,0,8.144444399999999,9,0,14,Reformed Political League,8,570,1.3333334,5.4164662,0,1,.020408163,0,.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
GL,5,0,0,1994,.048192769,.049386725,.046227597,NLD,Kok I,0,0,0,2.0366666,,0,14,Green Left,8,570,3.3333333,5.4164662,0,1,.05102041,0,.033333335,0,0,0,0,0,0,0,0,0,1,0,0,0
CD,3,0,0,1994,.028614458,.027741702,.026719734,NLD,Kok I,0,0,0,9.409722199999999,,0,14,Centre Democrats,8,570,2,5.4164662,0,1,.030612245,0,.02,0,0,0,0,0,0,0,0,0,1,0,0,0
AOV,6,0,0,1994,.057228915,.058261182,.056446418,NLD,Kok I,0,0,0,,,0,14,General Senior Union / Union 55+,8,570,4,5.4164662,0,1,.06122449,0,.039999999,0,0,0,0,0,0,0,0,0,1,0,0,0
CDA,34,1,1,1994,.22690763,.22882396,.22957449,NLD,Kok I,0,0,0,5.8017777,5.7,0,14,Christian Democrats,8,570,22.666666,5.4164662,0,1,.21428572,0,.22666667,0,0,0,0,0,0,0,0,0,1,0,0,0
PVDA,37,1,0,1994,.27459839,.27370131,.27333561,NLD,Kok I,0,1,1,3.5371111,2.6,5,14,Labour,8,570,24.666666,5.4164662,0,1,.24489796,.35714287,.24666667,0,0,0,0,0,0,0,0,0,1,0,0,0
UN55,1,0,0,1994,.0090361452,.0081168832,.0095281126,NLD,Kok I,0,0,0,,,0,14,Union 55+,8,570,.66666669,5.4164662,0,1,.010204081,0,.0066666668,0,0,0,0,0,0,0,0,0,1,0,0,0
RPF,3,0,0,1994,.028614458,.027741702,.026683176,NLD,Kok I,0,0,0,8.296296399999999,9.199999999999999,0,14,Reformatory Political Federation,8,570,2,5.4164662,0,1,.030612245,0,.02,0,0,0,0,0,0,0,0,0,1,0,0,0
